"Age, ka","Elevation, m"
946,-35.4
948,-31.2
950,-17.9
952,-4.4
954,4.4
956,6
958,17.5
960,25.8
962,22.6
964,-65.3
966,-22.2
968,-91.9
970,-85.9
972,-85.9
974,-59
976,-59.5
978,-45.5
980,-50.4
982,-30
984,-31.4
986,-63.8
988,-62.6
990,-58.1
992,-60.2
994,-72.9
996,-61.9
998,-43.9
1000,-34.3
1002,-33.1
1004,-36.2
1006,-57
1008,-48
1010,-60.9
1012,-64.6
1014,-60.8
1016,-66.2
1018,-43.5
1020,-42.7
1022,-22.1
1024,-17.2
1026,-29.7
1028,-21.9
1030,-34.7
1032,-43.5
1034,-71.2
1036,-85.5
1038,-100.2
1040,-99.4
1042,-77.5
1044,-94.2
1046,-88.8
1048,-86.1
1050,-92.2
1052,-87.3
1054,-83.8
1056,-81.9
1058,-63.8
1060,-45.7
1062,-27.6
1064,-36.5
1066,-22
1068,-11.4
1070,13.2
1072,1.1
1074,5
1076,-10.5
1078,-25.9
1080,-16.5
1082,-34.3
1084,-53.3
1086,-44.9
1088,-52.3
1090,-63.9
1092,-50.9
1094,-46.3
1096,-58.1
1098,-68.2
1100,-100.9
1102,-78.8
1104,-51.9
1106,-67.5
1108,-44.6
1110,-62.6
1112,-27.2
1114,-53.3
1116,-30.5
1118,-51.4
1120,-50.9
1122,-85.7
1124,-112.4
1126,-103.2
1128,-89.1
1130,-66
1132,-88.2
1134,-94.7
1136,-87.7
1138,-57.6
1140,-52.8
1142,-56.2
1144,-59.4
1146,-54.2
1148,-48.9
1150,-48.5
1152,-48.1
1154,-34.5
1156,-9.5
1158,-30.7
1160,-5.7
1162,-16.2
1164,-4.7
1166,-13.5
1168,-7.6
1170,-5.4
1172,-32.9
1174,-17.2
1176,-21.4
1178,-21.7
1180,-17.4
1182,-23.1
1184,-23.5
1186,-23
1188,-84.1
1190,-89.4
1192,-102.2
1194,-109.8
1196,-116.2
1198,-95.2
1200,-106.2
1202,-102.5
1204,-93.1
1206,-78.5
1208,-79.7
1210,-50.9
1212,-60
1214,19.3
1216,-57.1
1218,-58.8
1220,-30
1222,-34.2
1224,-14.3
1226,-20.8
1228,-29.7
1230,-17.9
1232,9.7
1234,5.4
1236,-3.3
1238,19.3
1240,-11.9
1242,-11.4
1244,-7.6
1246,-72
1248,-88.8
1250,-105.7
1252,-103.3
1254,-100.9
1256,-124.9
1258,-68.2
1260,-69.1
1262,-53.8
1264,-50.6
1266,-47.5
1268,-48.9
1270,-50.4
1272,-37.4
1274,-36.4
1276,-35.5
1278,-23
1280,-11
1282,-16.5
1284,-22.7
1286,-49.9
1288,-45.6
1290,-45.6
1292,-69.1
1294,-61.4
1296,-65.8
1298,-70.1
1300,-25.9
1302,-63.4
1304,-57.6
1306,-60
1308,-45.6
1310,-31.2
1312,-28.1
1314,-31.6
1316,-22.3
1318,-30.4
1320,-51.2
1322,-55
1324,-67.2
1326,-63.8
1328,-72
1330,-105.7
1332,-38.4
1334,-69.6
1336,-58.8
1338,-48
1340,-42.7
1342,-37.4
1344,-24.4
1346,-35.5
1348,-46.5
1350,6.8
1352,-39.3
1354,-5.7
1356,15
1358,42.4
1360,28.9
1362,-18.2
1364,5.9
1366,-16.2
1368,-36.2
1370,-39.5
1372,-42.9
1374,-54.7
1376,-52.8
1378,-71.1
1380,-83.6
1382,-65.8
1384,-76.5
1386,-61.4
1388,-49.9
1390,-36.9
1392,16.4
1394,-27.8
1396,-15.3
1398,-20.6
1400,-5.2
1402,2.5
1404,1.1
1406,-35.5
1408,-42.2
1410,-75.9
1412,-63.8
1414,-76.3
1416,-70.4
1418,-51.3
1420,-53.3
1422,-55.2
1424,-27.1
1426,-4.7
1428,-33.1
1430,1.1
1432,-1.8
1434,6.8
1436,65.5
1438,45.3
1440,5.9
1442,46.7
1444,26.1
1446,21.2
1448,28.9
1450,14.5
1452,-45.1
1454,-76.3
1456,-82.8
1458,-89.3
1460,-89.3
1462,-77.8
1464,-70.1
1466,-35.5
1468,-57.6
1470,3.5
1472,-52.8
1474,-24.9
1476,-17.2
1478,-9.5
1480,-4.2
1482,1.1
1484,9.7
1486,43.4
1488,20.3
1490,29.4
1492,38.6
1494,22.2
1496,5.9
1498,7.4
1500,8.9
1502,10.5
1504,12
1506,13.6
1508,-0.9
1510,-15.3
1512,-29.7
1514,-44.1
1516,-34.8
1518,-25.6
1520,-14.3
1522,-36.9
1524,-1.8
1526,-23.9
1528,-33.6
1530,-85.8
1532,-44.1
1534,-70.6
1536,-32.6
1538,-48
1540,-63.4
1542,-57.6
1544,-18.5
1546,-28
1548,-37.4
1550,-23
1552,-39.3
1554,-55.7
1556,-45.1
1558,-45.6
1560,-46.1
1562,9.7
1564,-18.7
1566,-15.3
1568,-7.6
1570,-20.1
1572,-64.3
1574,-67.2
1576,-62.4
1578,-71.1
1580,-64.6
1582,-58.3
1584,-51.8
1586,-31.2
1588,-32.2
1590,-33.3
1592,-34.3
1594,-35.3
1596,-36.3
1598,-37.4
1600,-43.2
1602,-25.9
1604,-36.4
1606,0.1
1608,-2.8
1610,-20.6
1612,2
1614,-29.7
1616,-12.4
1618,-43.2
1620,-29.2
1622,-37.4
1624,-17.2
1626,-20.1
1628,-28.1
1630,-49.2
1632,-39.3
1634,-50.4
1636,10.7
1638,-13.7
1640,0.1
1642,2.5
1644,2
1646,-38.4
1648,-13.4
1650,-70.1
1652,-92.2
1654,-67.2
1656,-87.4
1658,-37.1
1660,-50.9
1662,-81.6
1664,-68.2
1666,-59.2
1668,-50.2
1670,-75.9
1672,-88.4
1674,-42.5
1676,-64.3
1678,-35.2
1680,-30.7
1682,-23.2
1684,-15.6
1686,-8.1
1688,-23
1690,-17.7
1692,-12.4
1694,-13.1
1696,-37.4
1698,17.4
1700,-35.5
1702,-33.6
1704,-70.1
1706,-92.2
1708,-69.6
1710,-47
1712,-37.4
1714,-16.9
1716,-17.9
1718,3.4
1720,24.6
1722,-14.3
1724,-34.5
